FC,27,27,0,0,
CF,17,27,0,0,
FF,-1,0,0,0,
FC,0,27,0,1,
FC,0,27,0,1,
FC,0,27,0,1,
FC,0,27,0,0,
CC,-1,0,0,0,
FC,0,27,0,0,
CF,26,27,0,0,
FC,0,27,0,0,
CF,8,27,0,0,
FC,0,27,0,0,
CC,-1,0,0,0,
FC,0,27,0,1,
CC,-1,0,0,0,
FC,0,27,0,0,
CF,17,27,0,0,
FC,0,27,0,1,
CC,-1,0,0,0,
CF,8,27,0,0,
CF,8,27,0,0,
CF,8,27,0,0,
FF,-1,0,0,0,
CF,26,27,0,0,
FF,-1,0,0,0,
CC,-1,0,0,0,
CC,-1,0,0,0,
FC,27,27,0,0,
FC,0,27,0,1,
FC,0,27,0,1,
CC,-1,0,0,0,
CC,-1,0,0,0,
CF,8,27,0,0,
CF,8,27,0,0,
CF,8,27,0,0,
CF,9,27,0,0,
CC,-1,0,0,0,
CC,-1,0,0,0,
CF,9,27,0,0,
FC,0,27,0,1,
CC,-1,0,0,0,
FF,-1,0,0,0,
CF,26,27,0,0,
FC,0,27,0,1,
CF,17,27,0,0,
CF,8,27,0,0,
CC,-1,0,0,0,
FC,0,27,0,1,
CC,-1,0,0,0,
CC,-1,0,0,0,
FC,0,27,0,1,
FF,-1,0,0,0,
CF,26,27,0,0,
CF,7,27,0,0,
CF,26,27,0,0,
FC,0,27,0,1,
FF,-1,0,0,0,
CF,8,27,0,0,
CC,-1,0,0,0,
CF,9,27,0,0,
CC,-1,0,0,0,
FC,11,27,0,1,
CC,-1,0,0,0,
FC,0,27,0,1,
CF,8,27,0,0,
FC,0,27,0,1,
CF,8,27,0,0,
CF,9,27,0,0,
CF,9,27,0,0,
FC,12,27,0,1,
CF,8,27,0,0,
FC,12,27,0,1,
CF,8,27,0,0,
CF,8,27,0,0,
CC,-1,0,0,0,
CC,-1,0,0,0,
FF,-1,0,0,0,
CC,-1,0,0,0,
CF,0,27,0,0,
FF,-1,0,0,0,
FF,-1,0,0,0,
CC,-1,0,0,0,
CF,0,27,0,0,
FC,1,27,0,1,
CF,0,27,0,0,
FF,-1,0,0,0,
FC,1,27,0,1,
CC,-1,0,0,0,
CC,-1,0,0,0,
CF,0,27,0,0,
CF,0,27,0,0,
CC,-1,0,0,0,
CC,-1,0,0,0,
CC,-1,0,0,0,
CF,0,27,0,0,
CC,-1,0,0,0,
FC,1,27,0,1,
CF,0,27,0,0,
CC,-1,0,0,0,
CC,-1,0,0,0,
CF,5,27,0,0,
CF,13,27,0,0,
CC,-1,0,0,0,
CC,-1,0,0,0,
CF,6,27,0,0,
CF,13,27,0,0,
FC,18,27,0,1,
CC,-1,0,0,0,
CF,8,27,0,0,
CC,-1,0,0,0,
FF,-1,0,0,0,
CC,-1,0,0,0,
CF,0,27,0,0,
CF,0,27,0,0,
FC,1,27,0,1,
CC,-1,0,0,0,
CC,-1,0,0,0,
CF,8,27,0,0,
CF,9,27,0,0,
FC,1,27,0,1,
FC,1,27,0,1,
CC,-1,0,0,0,
FC,1,27,0,1,
CF,0,27,0,0,
CF,9,27,0,0,
CC,-1,0,0,0,
CC,-1,0,0,0,
CC,-1,0,0,0,
CF,9,27,0,0,
FC,1,27,0,1,
CF,0,27,0,0,
FF,-1,0,0,0,
CF,0,27,0,0,
CC,-1,0,0,0,
FF,-1,0,0,0,
CF,0,27,0,0,
CC,-1,0,0,0,
CC,-1,0,0,0,
CF,10,27,0,0,
CF,0,27,0,0,
CC,-1,0,0,0,
CF,0,27,0,0,
CF,8,27,0,0,
CC,-1,0,0,0,
FC,1,27,0,1,
CC,-1,0,0,0,
CF,0,27,0,0,
FC,1,27,0,1,
CC,-1,0,0,0,
CC,-1,0,0,0,
CC,-1,0,0,0,
FC,1,27,0,1,
FC,1,27,0,1,
CF,0,27,0,0,
CC,-1,0,0,0,
FF,-1,0,0,0,
CF,6,27,0,0,
CF,11,27,0,0,
CF,11,27,0,0,
CF,9,27,0,0,
CC,-1,0,0,0,
CF,9,27,0,0,
CF,9,27,0,0,
CF,9,27,0,0,
CC,-1,0,0,0,
FC,17,27,0,1,
CC,-1,0,0,0,
CC,-1,0,0,0,
CF,11,27,0,0,
CF,11,27,0,0,
CC,-1,0,0,0,
CF,11,27,0,0,
CC,-1,0,0,0,
CC,-1,0,0,0,
CF,10,27,0,0,
CC,-1,0,0,0,
CC,-1,0,0,0,
FC,0,27,0,1,
